9,メガカメックス,MegaBlastoise - メガブラストイス,「メガ（ギリシャ語で大きい）」＋「カメックス（ポケモン名）」,「Mega（大きい）」＋「Blastoise（ポケモン名）」
10,キャタピー,Caterpie - キャタピー,「キャタピラ（蝶の幼虫）」＋「ピー（可愛さを表現する言葉）」 【参考】「ハッピー（幸せ）」,「キャタピー」＋「Caterpillar（蝶の幼虫）」
11,トランセル,Metapod - メタポッド,「トランスフォーム（変身させる）」＋「シェル（貝殻、殻、甲羅）」＋「セル（細胞）」 ＋「トランク（旅行鞄）」＋「ランドセル」,「Meta（変化）」＋「Metamorphosis（変身）」＋「Pod（繭）」＋「Metal（金属）」＋「Pod（鞘、鞘状のもの）」
12,バタフリー,Butterfree - バタフリー,「バタフライ（蝶）」＋「フリー（自由）」 ＋「振る」,「バタフリー」＋「Butterfly（蝶）」＋「Free（自由）」
13,ビードル,Weedle - ウィードル,「ビー（蜂）」＋「ニードル（針）」＋「ビートル（甲虫）」,「ビードル」＋「Weevil（象虫）」＋「Weedy（弱そう）」＋「Worm（蠕虫）」＋「Needle（針）」
14,コクーン,Kakuna - カクーナ,「コクーン（繭）」,「かたくなる（かくなの文字）」
15,スピアー,Beedrill - ビードリル,「アピス（ラテン語で蜂。アピスを逆にするとスピア）」＋「スピアー（槍で突く）」,「Bee（蜂）」＋「Drill（ドリル）」
15,メガスピアー,MegaBeedrill - メガビードリル,「メガ（ギリシャ語で大きい）」＋「スピアー（ポケモン名）」,「Mega（大きい）」＋「Beedrill（ポケモン名）」
16,ポッポ,Pidgey - ピッジィ,「ポッポ（鳩の鳴き声）」,「Pigeon（鳩）」
17,ピジョン,Pidgeotto - ピジョットォ,「ピジョン（鳩）」,「Pigeon（鳩）」＋「Jet（ジェット）」＋「ピジョット」
18,ピジョット,Pidgeot - ピジョット,「ピジョン（鳩）」＋「ジェット」 【参考】「パロット（オウム）」,「ピジョット」＋「Pigeon（鳩）」＋「Jet（ジェット）」
18,メガピジョット,MegaPidgeot - メガピジョット,「メガ（ギリシャ語で大きい）」＋「ピジョット（ポケモン名）」,「メガピジョット」＋「Mega（大きい）」＋「Pidgeot（ポケモン名）」
19,コラッタ,Rattata - ラタタ,「小」＋「子」＋「ラット（ネズミ）」,「Rat（ネズミ）」＋「Attack（攻撃）」＋「Rat a tat（ドンドン叩く音を表す擬音語）」
19,コラッタ（アローラのすがた）,Rattata（Alolan） - ラタタ（アローラ）,「コラッタ（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Rattata（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
20,ラッタ,Raticate - ラティケイト,「ラット（ネズミ）」,「Rat（ネズミ）」＋「Masticate（噛む）」＋「Eradicate（根絶する）」＋「Delicate（デリケート）」
20,ラッタ（アローラのすがた）,Raticate（Alolan） - ラティケイト（アローラ）,「ラッタ（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Raticate（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
21,オニスズメ,Spearow - スピアロウ,「オニゴジュウカラ（鬼五十雀。スズメ目ゴジュウカラ科の鳥）」＋「スズメ（鳥綱スズメ目の総称）」 ＋「鬼（角や牙が生えた恐ろしい化け物）」＋「オルニス（ギリシャ語で雌鳥）」【参考】「オオオニカッコウ（カッコウ目カッコウ科の鳥）」,「Sparrow（雀）」＋「Spear（突く）」
22,オニドリル,Fearow - フィアロウ,「オニゴジュウカラ（鬼五十雀。スズメ目ゴジュウカラ科の鳥）」＋「ドリル（機械加工で穴あけに用いる工具）」 ＋「鬼（角や牙が生えた恐ろしい化け物）」＋「オルニス（ギリシャ語で雌鳥）」【参考】「オオオニカッコウ（カッコウ目カッコウ科の鳥）」,「Fear（恐ろしい）」＋「Feather（羽毛）」＋「Arrow（矢）」＋「Sparrow（雀）」
23,アーボ,Ekans - エカンズ,「ボア（有鱗目ボア科のヘビの総称。逆にしてアボ）」 ＋「コブラ（爬虫類有鱗目コブラ科の総称。Cobraを逆にしてArboc）」,「Ekans（Snake（ヘビ）の逆）」
24,アーボック,Arbok - アーボック,「コブラ（爬虫類有鱗目コブラ科の総称。Cobraを逆にしてArboc）」 ＋「ボア（有鱗目ボア科のヘビの総称。逆にしてアボ）」,「アーボック」＋「Arboc（Cobra（ヘビ）の逆）」
25,ピカチュウ（通常・ハードロック・マダム・アイドル・ドクター・マスクド）,Pikachu（Normal・Rock Star・Belle・Pop Star・Ph. D・Libre） - ピカチュウ,「ピカ（光っている様子を表す擬態語）」＋「チュウ（ネズミの鳴き声。しかし、デザイナー・にしだあつこさんによるとネズミを意識したわけではなくチュウと名付けた理由は不明とのこと）」 【参考】「ピカ（ナキウサギの英語名）」,「ピカチュウ」
25,ピカチュウ（オリジナルキャップ・ホウエンキャップ・シンオウキャップ・イッシュキャップ・カロスキャップ・アローラキャップ・キミにきめたキャップ）,Pikachu（Original Cap・Hoenn Cap・Sinnoh Cap・Unova Cap・Kalos Cap・Alola Cap・Partner Cap） - ピカチュウ（アローラ）,「ピカチュウ（ポケモン名）」,「Pikachu（ポケモン名）」
26,ライチュウ,Raichu - ライチュウ,「雷（ライ）」＋「チュウ（ネズミの鳴き声）」 ＋「パラライズ（麻痺させる）」＋「雷獣（落雷とともに現れる妖怪）」【参考】「荒井注（人名／俳優、コメディアン。ドリフターズの元メンバー）」,「ライチュウ」
26,ライチュウ（アローラのすがた）,Raichu（Alolan） - ライチュウ（アローラ）,「ライチュウ（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Raichu（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
27,サンド,Sandshrew - サンドシュリュウ,「サンド（砂）」 【参考】「サンドイッチ（薄く切ったパンの間にハム等を挟んだ食べ物）」,「Sand（砂）」＋「Shrew（トガリネズミ）」＋「サンド」
27,サンド（アローラのすがた）,Sandshrew（Alolan） - サンドシュリュウ（アローラ）,「サンド（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Sandshrew（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
28,サンドパン,Sandslash - サンドスラッシュ,「サンド（砂）」＋「パンゴリン（アリクイの一種・センザンコウ）」 【参考】「サンドイッチ（薄く切ったパンの間にハム等を挟んだ食べ物）」＋「パン（小麦粉・ライ麦粉等から作る食品）」,「Sand（砂）」＋「Slash（切り裂く）」＋「サンドパン」
28,サンドパン（アローラのすがた）,Sandslash（Alolan） - サンドスラッシュ（アローラ）,「サンドパン（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Sandslash（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
29,ニドラン♀,Nidoran♀ - ニドラン♀（メス）,「ニードル（針）」＋「ラン（卵）」＋「♀（メス）」 ＋「ドラゴン（竜）」＋「ラン（走る）」,「ニドラン♀」
30,ニドリーナ,Nidorina - ニドリナ,「ニードル（針）」＋「ドリル（機械加工で穴あけに用いる工具）」＋「バンビーナ（イタリア語で女の子）」,「ニドリーナ」
31,ニドクイン,Nidoqueen - ニドクイン,「ニードル（針）」＋「クイーン（女王）」,「ニドクイン」＋「Queen（女王）」
32,ニドラン♂,Nidoran♂ - ニドラン♂（オス）,「ニードル（針）」＋「ラン（卵）」＋「♂（オス）」 ＋「ドラゴン（竜）」＋「ラン（走る）」,「ニドラン♂」
33,ニドリーノ,Nidorino - ニドリノ,「ニードル（針）」＋「ドリル（機械加工で穴あけに用いる工具）」＋「バンビーノ（イタリア語で男の子）」 【参考】「ライノセラス（サイ）」,「ニドリーノ」
34,ニドキング,Nidoking - ニドキング,「ニードル（針）」＋「キング（王）」,「ニドキング」＋「King（王）」
35,ピッピ,Clefairy - クレフェアリー,「ピクシィ（ピクシー。小妖精）」＋「ぴっぴっ（指等を振る様を表す擬態語）」 ＋「ピンク（淡紅色。日本語では桃色と訳されることもある）」＋「ピー（可愛さを表現する言葉）」【参考】「ハッピー（幸せ）」＋「ぴぴっ（短い笛の音や電子音を表す擬態語）」＋「ピッピ（長くつ下のピッピの主人公）」,「Clef（音部記号）」＋「Fairy（妖精）」
36,ピクシー,Clefable - クレフェイブル,「ピクシィ（ピクシー。小妖精）」 ＋「ピンク（淡紅色。日本語では桃色と訳されることもある）」,「Clef（音部記号）」＋「Fable（神話）」
37,ロコン,Vulpix - ヴァルピックス,「６（尾の数）」＋「コン（キツネの鳴き声）」＋「狐（コ）」＋「恨（コン）」 ＋「焜炉（コンロを並び替えてロコン。金属や土で作った持ち運びが便利な炊事等に用いる小さい炉）」【参考】「六根（ろっこん。仏教語で眼、耳、鼻、舌、身、意のこと）」,「Vulpine（キツネ）」＋「Vulpecla（子狐座）」＋「Vulcan（ヴァルカン。ローマ神話に出てくる火の神）」＋「Fox（キツネ）」＋「Six（６）」
37,ロコン（アローラのすがた）,Vulpix（Alolan） - ヴァルピックス（アローラ）,「ロコン（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Vulpix（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
38,キュウコン,Ninetales - ナインテールズ,「９（尾の数）」＋「コン（キツネの鳴き声）」＋「狐（コ）」＋「恨（コン）」＋「旧恨（長い間積もった恨み）」＋「九尾の狐（尻尾が９つ生えた狐の妖怪）」 ＋「焜炉（コンロ）」,「Nine（９）」＋「Tails（尻尾）」＋「Tales（物語）」＋「Nine Tailors（男の死者を送るために教会の鐘を９回鳴らすイギリスの慣習）」
38,キュウコン（アローラのすがた）,Ninetales（Alolan） - ナインテールズ（アローラ）,「キュウコン（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Ninetales（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
39,プリン,Jigglypuff - ジグリィパフ,「ぷっくり（丸く膨らんでいる様子を表す擬態語）」＋「プリンプリン（柔らかい様子を表す擬態語）」 ＋「プリティー（可愛らしい）」＋「プリプリ（押すとふるえるほど弾力がある様子を表す擬態語）」＋「プリプリ（腹を立てて機嫌の悪い様子を表す擬態語）」【参考】「プリン（プディング。菓子の一つ）」,「Jiggle（揺れ）」＋「Puff（膨れたもの）」
40,プクリン,Wigglytuff - ヴィグリィタフ,「ぷっくり（丸く膨らんでいる様子を表す擬態語）」＋「クリクリ（丸く愛らしい様子を表す擬態語）」＋「プリンプリン（柔らかい様子を表す擬態語）」 ＋「プリティー（可愛らしい）」＋「プリプリ（押すとふるえるほど弾力がある様子を表す擬態語）」＋「プリプリ（腹を立てて機嫌の悪い様子を表す擬態語）」【参考】「福」＋「プクプク（任天堂のマリオシリーズに登場する海のキャラクター）」＋「プリン（プディング。菓子の一つ）」,「Wiggly（揺れ動く）」＋「Tuft（羽毛の房）」
41,ズバット,Zubat - ズバット,「ズバッ（物を斬った様子を表す擬音語）」＋「バット（コウモリ）」 ＋「快傑ズバット（1976年にヒットした特撮ヒーロー）」,「ズバット」＋「Bat（コウモリ）」
42,ゴルバット,Golbat - ゴルバット,「ゴールド（黄金）」＋「バット（コウモリ）」 ＋「黄金バット（1966年にヒットした特撮ヒーロー）」【参考】「グルー（架空の生物）」＋「グール（アラブ人の伝承に登場する墓をあばいて死肉を食うといわれる屍食鬼、食屍鬼）」,「ゴルバット」＋「Gold（黄金）」＋「Bat（コウモリ）」
43,ナゾノクサ,Oddish - オディッシュ,「謎の草（謎＆草）」,「Odd（変な）」＋「Radish（二十日大根）」＋「Dish（前菜）」
44,クサイハナ,Gloom - グルーム,「臭い花（臭い＆花）」＋「草」,「Gloom（顰める）」＋「Glume（苞穎）」＋「Bloom（花）」
45,ラフレシア,Vileplume - ヴァイルプルーン,「ラフレシア（腐臭を発するラフレシア科の全寄生植物）」,「Vile（不愉快）」＋「Plume（羽飾り）」＋「Plumose（羽毛のある）」
46,パラス,Paras - パラス,「パラサイト（寄生生物）」 ＋「パラソル（日傘）」,「パラス」＋「Parasite（寄生）」
47,パラセクト,Parasect - パラセクト,「パラサイト（寄生生物）」＋「インセクト（虫、昆虫）」＋「セクト（ラテン語で切る）」 ＋「パラソル（日傘）」,「パラセクト」＋「Parasite（寄生）」＋「Insect（虫）」
48,コンパン,Venonat - ヴェノナット,「コンパウンドアイ（複眼）」＋「昆虫」 【参考】「パング（痛み）」,「Venom（蛇・蜘蛛・蜂等の毒液）」＋「Gnat（ブヨ）」
49,モルフォン,Venomoth - ヴェノモス,「モルフォチョウ（モルフォチョウ科の蝶の総称）」＋「フォン（音の大きさの単位）」,「Venom（蛇・蜘蛛・蜂等の毒液）」＋「Moth（蛾）」
50,ディグダ,Diglett - ディグレット,「ディグ（掘る）」＋「ディグダグ（1982年にナムコが発売したアーケードゲーム）」 ＋「だ（断定の助詞）」,「Dig（掘る）」＋「Let（小さな人）」＋「ディグダ」
50,ディグダ（アローラのすがた）,Diglett（Alolan） - ディグレット（アローラ）,「ディグダ（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Diglett（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
51,ダグトリオ,Dugtrio - ダグトリオ,「ダグ（掘った）」＋「ディグダグ（1982年にナムコが発売したアーケードゲーム）」＋「トリオ（３人組）」,「ダグトリオ」＋「Dug（掘った）」＋「Trio（３人組）」
51,ダグトリオ（アローラのすがた）,Dugtrio（Alolan） - ダグトリオ（アローラ）,「ダグトリオ（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Dugtrio（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
52,ニャース,Meowth - ミャウス,「ニャース（原作者・田尻智氏の飼い猫の名前）」 ＋「ニャー（猫の鳴き声）」,「ニャース」＋「Meow（猫の鳴き声）」
52,ニャース（アローラのすがた）,Meowth（Alolan） - ミャウス（アローラ）,「ニャース（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Meowth（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
52,ニャース（ガラルのすがた）,Meowth（Galarian） - ミャウス（ガラリアン）,「ニャース（ポケモン名）」＋「ガラル地方（剣/盾の舞台となる場所）」,「Meowth（ポケモン名）」＋「Galar（剣/盾の舞台となる場所）」
53,ペルシアン,Persian - ペルシアン,「ペルシアンキャット（ペルシャ猫）」 【参考】「シアン（藍紫色、藍緑色）」,「ペルシアン」＋「Persian cat（ペルシャ猫）」
53,ペルシアン（アローラのすがた）,Persian（Alolan） - ペルシアン（アローラ）,「ペルシアン（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Persian（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
54,コダック,Psyduck - サイダック,「小」＋「子」＋「ダック（アヒル）」＋「みにくいアヒルの子（1843年に発表されたハンス・クリスチャン・アンデルセン原作の童話。ディズニーによって２度映画化されている）」 【参考】「Kodak（アメリカの会社名）」,「Psychic（精神病）」＋「Duck（アヒル）」＋「コダック」
55,ゴルダック,Golduck - ゴルダック,「ゴル（クロアチア語で裸の）」＋「ダック（アヒル）」＋「コールダック（品種改良で生まれた小さいアヒル）」＋「黄金のがちょう（グリム兄弟が編纂したグリム童話に含まれる話の一つで第７版での通し番号はKHM64。金のがちょうとして児童劇にもなっている）」 ＋「ゴールド（黄金）」【参考】「クルト・ゴルトシュタイン（人名／精神医学者）」＋「バルダック星人（帰ってきたウルトラマンに登場する宇宙人）」,「ゴルダック」＋「Gold（黄金）」＋「Duck（アヒル）」
56,マンキー,Mankey - マンキー,「マンドリル（オナガザル科マンドリル属の哺乳類）」＋「傲慢（おごりたかぶって人を見くだすこと）」＋「モンキー（猿）」 【参考】「マン（男）」,「マンキー」＋「Monkey（猿）」＋「Man（人）」
57,オコリザル,Primeape - プライメイプ,「怒りやすい」＋「猿（哺乳綱霊長目・サル目の総称）」,「Prime（爆発）」＋「Ape（猿）」
58,ガーディ,Growlithe - グラウリッス,「ガーディアン（守護者）」＋「ガードドッグ（番犬）」,「Growl（犬の唸り声）」＋「Lithe（しなやか）」
59,ウインディ,Arcanine - アルケーナイン,「ウインディ（風が強い）」＋「ガーディアン（守護者）」 ＋「ウインド（風）」,「Arcane（神秘的）」＋「Canine（犬）」
60,ニョロモ,Poliwag - ポリワッグ,「ニョロニョロ（オタマジャクシが泳ぐ様子を表す擬態語）」＋「藻（藻類の総称）」＋「子供」,「Polliwog（おたまじゃくし）」＋「Wag（揺れ動く）」
61,ニョロゾ,Poliwhirl - ポリワール,「ニョロニョロ（オタマジャクシが泳ぐ様子を表す擬態語）」＋「ぞっとする」＋「ゾ（スロバキア語で～から）」,「Polliwog（おたまじゃくし）」＋「Whirl（渦巻き）」
62,ニョロボン,Poliwrath - ポリラース,「ニョロニョロ（オタマジャクシが泳ぐ様子を表す擬態語）」＋「ボンボン（弾む様子を表す擬音語）」＋「ボンベ（気体や液体を貯蔵する際に用いる容器）」＋「ボン（タイ語で頂点）」＋「ボン（ホン。洪の中国語読み）」,「Polliwog（おたまじゃくし）」＋「Wrath（激怒）」
63,ケーシィ,Abra - アブラ,「エドガー・ケイシー（人名／20世紀最大の奇跡の人で眠れる超能力者）」 【参考】「ケット・シー（ノルウェー民間伝承の妖精）」,「Abracadabra（アブラカダブラ。病気や災いを払う呪文や護符に用いる語）」
64,ユンゲラー,Kadabra - カダブラ,「ユリ・ゲラー（人名／スプーン曲げが得意な超能力者）」,「Abracadabra（アブラカダブラ。病気や災いを払う呪文や護符に用いる語）」
65,フーディン,Alakazam - アラカザム,「ハリー・フーディニ（人名／伝説の魔術師で脱出の名人が有名）」 【参考】「オーディン（北欧神話に登場する主神）」,「Alkazam（チチンプイプイ。おまじない、呪文の一つ）」
65,メガフーディン,MegaAlakazam - メガアラカザム,「メガ（ギリシャ語で大きい）」＋「フーディン（ポケモン名）」,「Mega（大きい）」＋「Alakazam（ポケモン名）」
66,ワンリキー,Machop - マチョップ,「１」＋「腕力（りょくの読み方をりきにしてわんりき）」,「Macho（男っぽい）」＋「Chop（チョップ）」
67,ゴーリキー,Machoke - マチョーク,「５」＋「強力（剛力。力の強い）」 【参考】「マクシマム・ゴーリキ（人名／ロシアの作家・文学者）」,「Macho（男っぽい）」＋「Choke（締め技）」
68,カイリキー,Machamp - マチャンプ,「カイ（ギリシア文字の第22字。ラテンアルファベットのXの由来）」＋「怪力（物凄く強い力）」,「Macho（男っぽい）」＋「Champion（王者）」
69,マダツボミ,Bellsprout - ベルスプラウト,「まだ」＋「つぼみ（蕾）」,「Bell（鐘）」＋「Belle（フランス語で可愛い）」＋「Sprout（新芽）」＋「Bella（女性名）」
70,ウツドン,Weepinbell - ヴィーピンベル,「ウツボカズラ（葉が壷型に変形し虫を捕食する食虫植物）」＋「丼（深い厚手の陶製の鉢。どんぶりばち）」 ＋「ドン（古代ギリシャ語で歯。恐竜や怪獣の名前でも使われる）」＋「ドン（スペイン語・ポルトガル語等で貴族や聖職者の男性に使われる尊称。転じて首領、ボス、権力者、実力者）」＋「ドンドン（足音を表す擬音語）」,「Weeping（液を垂らす）」＋「Bell（鐘）」
71,ウツボット,Victreebel - ヴィクトリーベル,「ウツボカズラ（葉が壷型に変形し虫を捕食する食虫植物）」＋「壷（ツボ）」＋「ポッド（エンドウのさや）」 ＋「ボタニカル（植物の、植物学の）」【参考】「ポット（植木鉢、深なべ）」,「Victoria（スイレンのオオオニバス属）」＋「Victoria（ヴィクトリア。ローマ神話に出てくる勝利の女神）」＋「Victory（勝利）」＋「Tree（木）」＋「Bell（鐘）」
72,メノクラゲ,Tentacool - テンタクール,「メノウ（瑪瑙。縞状の玉髄の一種）」＋「ストラメノパイル（鞭毛に中空の小毛を持つ真核生物の一群）」＋「クラゲ（腔腸動物門の刺胞類および有櫛動物門の総称）」 【参考】「目」＋「目の毒（見ると害になるもの）」＋「メメクラゲ（つげ義春の漫画・ねじ式に登場する怪物）」,「Tentacle（触手）」＋「Cool（冷たい）」
73,ドククラゲ,Tentacruel - テンタクルール,「毒」＋「クラゲ（腔腸動物門の刺胞類および有櫛動物門の総称）」,「Tentacle（触手）」＋「Cruel（残虐）」
74,イシツブテ,Geodude - ジオデュード,「石」＋「粒」＋「手」＋「飛礫（つぶて。小石を投げること）」,「Geo（大地）」＋「Magnitude（地震そのものの規模を表す尺度）」＋「Dude（奴）」
74,イシツブテ（アローラのすがた）,Geodude（Alolan） - ジオデュード（アローラ）,「イシツブテ（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Geodude（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
75,ゴローン,Graveler - グラベラー,「ゴロン（転がる様子を表す擬態語）」＋「ストーン（石）」 ＋「ゴロゴロニャーン（猫等の仕草の一つ）」【参考】「クローン（栄養系、分枝系。細胞分裂を繰り返すことによって生ずる同一の遺伝子構成をもつ個体）」＋「ゴーレム（ユダヤ教の伝承に登場する自分で動く泥人形）」,「Gravel（ジャリ）」＋「Ler（人を表現する言葉）」
75,ゴローン（アローラのすがた）,Graveler（Alolan） - グラベラー（アローラ）,「ゴローン（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Graveler（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
76,ゴローニャ,Golem - ゴーレム,「ゴロン（転がる様子を表す擬態語）」＋「ボローニャ石（重晶石の一種）」 ＋「ゴロゴロニャーン（猫等の仕草の一つ）」【参考】「ゴーレム（ユダヤ教の伝承に登場する自分で動く泥人形）」,「Golem（ゴーレム。ユダヤ教の伝承に登場する自分で動く泥人形）」
76,ゴローニャ（アローラのすがた）,Golem（Alolan） - ゴーレム（アローラ）,「ゴローニャ（ポケモン名）」＋「アローラ地方（S/M/US/UMの舞台となる場所）」,「Golem（ポケモン名）」＋「Alola（S/M/US/UMの舞台となる場所）」
77,ポニータ,Ponyta - ポニータ,「ポニー（小形の馬）」＋「ボニータ（スペイン語で素敵な）」＋「セニョリータ（スペイン語で娘）」 【参考】「ポニーテール（髪を後頭部の高い位置で一つにまとめて垂らした髪型）」,「ポニータ」＋「Pony（子馬）」
77,ポニータ（ガラルのすがた）,Ponyta（Galarian） - ポニータ（ガラリアン）,「ポニータ（ポケモン名）」＋「ガラル地方（剣/盾の舞台となる場所）」,「Ponyta（ポケモン名）」＋「Galar（剣/盾の舞台となる場所）」
78,ギャロップ,Rapidash - ラピダッシュ,「ギャロップ（馬の駆け足、駆歩）」 【参考】「ギャロップ（19世紀中頃に流行した急速な躍動的舞曲）」,「Rapid（速い）」＋「Dash（走る）」【参考】「Ash（灰）」
78,ギャロップ（ガラルのすがた）,Rapidash（Galarian） - ラピダッシュ（ガラリアン）,「ギャロップ（ポケモン名）」＋「ガラル地方（剣/盾の舞台となる場所）」,「Rapidash（ポケモン名）」＋「Galar（剣/盾の舞台となる場所）」
79,ヤドン,Slowpoke - スロウポウク,「ヤドカリ（甲殻綱十脚目に属するヤドカリ科・ホンヤドカリ科・ツノガイヤドカリ科・オカヤドカリ科の甲殻類の総称）」＋「宿主」＋「遅鈍（のろま）」＋「鈍感（感じ方や考え方が鈍いこと）」 ＋「ドン（古代ギリシャ語で歯。恐竜や怪獣の名前でも使われる）」＋「ドン（スペイン語・ポルトガル語等で貴族や聖職者の男性に使われる尊称。転じて首領、ボス、権力者、実力者）」＋「ドンドン（足音を表す擬音語）」,「Slowpoke（のろま）」＋「Slow（遅い）」＋「Poke（Pokemonの略）」
79,ヤドン（ガラルのすがた）,Slowpoke（Galarian） - スロウポウク（ガラリアン）,「ヤドン（ポケモン名）」＋「ガラル地方（剣/盾の舞台となる場所）」,「Slowpoke（ポケモン名）」＋「Galar（剣/盾の舞台となる場所）」
